CODIGO_VENDA;DATA_VENDA;CODIGO_CLIENTE;CODIGO_LOJA_VENDEDOR;FORMA_PAGAMENTO;TIPO_PAGAMENTO;VALOR_FINAL
1557;2020-03-04 10:21:23;434;5;2.0;A VISTA;1442.8600000000001
1723;2020-03-08 15:08:50;975;10;1.0;A VISTA;2049.23
1942;2020-03-10 11:16:26;1200;4;1.0;PARCELADO;180.14000000000001
457;2020-03-11 05:37:52;453;0;2.0;PARCELADO;1202.78
1930;2020-03-13 11:54:49;999;12;3.0;A VISTA;2195.98
1599;2020-03-13 14:47:54;753;7;1.0;A VISTA;283.40000000000003
1694;2020-03-15 14:27:34;685;5;1.0;A VISTA;956.1
470;2020-03-15 15:41:50;590;14;1.0;A VISTA;253.68
1492;2020-03-16 10:28:29;1283;4;2.0;A VISTA;155.81
1493;2020-03-16 10:28:29;368;1;2.0;PARCELADO;78.38
1621;2020-03-16 13:32:09;594;4;4.0;PARCELADO;55.62
1487;2020-03-17 09:22:02;1136;2;3.0;PARCELADO;1070.12
96;2020-03-17 09:25:10;1221;8;3.0;A VISTA;225.88
2156;2020-03-18 09:32:43;881;9;3.0;A VISTA;1846.2699999999998
2145;2020-03-18 11:23:35;992;12;3.0;A VISTA;249.21
423;2020-03-18 15:16:53;1139;10;2.0;A VISTA;1684.8400000000001
2269;2020-03-19 10:53:58;894;7;4.0;PARCELADO;1050.1899999999998
2270;2020-03-19 10:53:58;152;1;3.0;A VISTA;785.41
2291;2020-03-19 15:29:35;1133;8;3.0;A VISTA;538.62
1315;2020-03-19 16:06:13;965;16;3.0;A VISTA;75.25
1332;2020-03-21 11:06:55;137;0;4.0;A VISTA;380.71999999999997
1084;2020-03-22 13:39:54;649;3;4.0;A VISTA;534.86
1705;2020-03-25 17:06:20;204;14;1.0;PARCELADO;213.32
1023;2020-03-26 15:39:00;277;7;1.0;A VISTA;1130.4199999999998
2434;2020-03-27 16:36:20;1340;7;1.0;PARCELADO;1913.8
1654;2020-03-29 09:35:04;491;8;1.0;A VISTA;1344.98
486;2020-03-30 11:23:31;319;9;3.0;A VISTA;344.36
795;2020-04-01 11:32:11;1246;2;2.0;PARCELADO;543.77
449;2020-04-02 13:33:22;687;10;3.0;A VISTA;899.3399999999999
768;2020-04-06 09:47:02;936;12;4.0;A VISTA;392.4
2155;2020-04-08 11:04:09;183;10;1.0;A VISTA;893.3100000000001
950;2020-04-09 14:53:34;84;2;3.0;A VISTA;1558.64
686;2020-04-10 12:46:46;184;2;1.0;A VISTA;1419.69
2177;2020-04-10 16:38:10;1110;6;4.0;A VISTA;769.9399999999999
1473;2020-04-11 14:24:15;106;15;3.0;A VISTA;1509.57
1821;2020-04-13 13:22:03;939;11;4.0;A VISTA;1274.1299999999999
1822;2020-04-13 13:22:03;1134;1;4.0;A VISTA;1181.37
908;2020-04-13 15:40:21;1364;16;2.0;A VISTA;2222.04
909;2020-04-13 15:40:21;269;1;1.0;A VISTA;2960.5
634;2020-04-13 16:08:27;107;3;1.0;A VISTA;80.44
956;2020-04-15 15:56:13;1321;2;2.0;A VISTA;835.14
1048;2020-04-16 17:39:05;3;14;2.0;A VISTA;2064.54
34;2020-04-19 17:02:56;683;11;3.0;A VISTA;268.33000000000004
381;2020-04-19 17:31:39;10;2;4.0;A VISTA;1308.31
126;2020-04-23 17:15:38;183;7;3.0;A VISTA;1529.6599999999999
2438;2020-04-24 17:26:55;7;5;3.0;A VISTA;1003.22
563;2020-04-25 14:02:26;1351;7;4.0;A VISTA;1926.6399999999999
580;2020-04-26 23:23:29;547;0;2.0;A VISTA;914.98
1176;2020-04-27 00:38:48;1065;0;1.0;PARCELADO;785.46
1795;2020-04-27 14:57:50;1137;13;1.0;A VISTA;810.4000000000001
1106;2020-04-27 15:10:34;1073;4;1.0;PARCELADO;585.1700000000001
1690;2020-05-04 10:09:15;9;11;3.0;A VISTA;1644.3400000000001
887;2020-05-04 10:12:45;1221;13;1.0;A VISTA;448.01
436;2020-05-04 17:19:23;1148;16;1.0;A VISTA;604.72
246;2020-05-07 10:26:37;142;3;3.0;PARCELADO;1117.27
1708;2020-05-08 11:14:29;742;16;1.0;A VISTA;766.99
2309;2020-05-09 14:55:43;1106;4;2.0;A VISTA;1634.1100000000001
10;2020-05-10 17:47:57;1298;15;2.0;A VISTA;848.65
319;2020-05-11 10:00:51;820;12;4.0;A VISTA;344.59000000000003
227;2020-05-12 09:38:02;408;11;3.0;A VISTA;133.92000000000002
1920;2020-05-12 12:35:03;1375;4;3.0;A VISTA;1486.3899999999999
275;2020-05-13 10:45:49;1023;14;2.0;PARCELADO;120.66
1290;2020-05-13 17:46:16;431;11;1.0;A VISTA;1716.6599999999999
1291;2020-05-13 17:46:16;745;1;4.0;PARCELADO;217.17000000000002
1011;2020-05-14 11:17:31;681;5;1.0;PARCELADO;1204.14
588;2020-05-19 15:15:10;433;16;3.0;PARCELADO;552.9100000000001
218;2020-05-20 10:26:13;989;3;3.0;A VISTA;687.27
2054;2020-05-20 13:12:31;1386;7;2.0;A VISTA;454.68
1971;2020-05-21 13:56:47;714;6;3.0;A VISTA;1426.36
1021;2020-05-21 15:43:28;834;2;3.0;A VISTA;187.97
2116;2020-05-21 17:08:36;511;12;3.0;A VISTA;824.47
1518;2020-05-23 09:24:22;65;10;3.0;PARCELADO;757.18
991;2020-05-25 10:54:01;732;4;4.0;PARCELADO;1218.29
2135;2020-05-26 09:24:17;1341;12;4.0;A VISTA;283.62
353;2020-05-26 09:30:52;233;11;3.0;A VISTA;773.78
581;2020-05-27 12:49:22;911;13;2.0;A VISTA;833.95
1263;2020-05-28 09:45:07;1189;2;1.0;A VISTA;2373.44
1616;2020-05-28 09:54:40;686;6;1.0;A VISTA;2035.07
1765;2020-05-28 17:34:50;667;8;2.0;PARCELADO;753.66
1766;2020-05-28 17:34:50;1026;1;3.0;A VISTA;657.15
2514;2020-05-28 17:51:04;457;12;1.0;A VISTA;1250.01
182;2020-05-28 17:53:57;671;5;3.0;A VISTA;1250.92
1289;2020-05-29 15:41:03;1044;7;1.0;A VISTA;1961.7500000000002
1344;2020-05-29 17:44:45;974;8;2.0;A VISTA;1953.84
123;2020-05-30 11:38:25;270;10;3.0;PARCELADO;417.95
384;2020-05-30 12:17:18;193;10;4.0;A VISTA;742.9
860;2020-06-01 09:11:44;352;13;3.0;A VISTA;507.54
1231;2020-06-01 11:06:22;274;11;3.0;A VISTA;1882.78
2107;2020-06-01 16:26:13;178;15;1.0;A VISTA;2258.92
1537;2020-06-02 13:48:25;659;11;2.0;PARCELADO;19.98
1989;2020-06-03 03:45:32;472;0;3.0;PARCELADO;820.15
1859;2020-06-05 10:21:34;45;2;3.0;A VISTA;114.06
23;2020-06-06 09:40:24;836;3;3.0;A VISTA;1399.25
1421;2020-06-06 14:31:13;93;10;4.0;A VISTA;896.04
1014;2020-06-07 16:07:56;261;3;3.0;A VISTA;1372.5300000000002
1015;2020-06-07 16:07:56;107;1;2.0;A VISTA;1828.59
733;2020-06-10 12:32:03;1188;3;3.0;PARCELADO;25.74
1436;2020-06-11 15:06:41;691;15;4.0;PARCELADO;1429.53
2353;2020-06-12 15:32:31;1283;6;1.0;PARCELADO;912.39
1907;2020-06-13 11:42:47;30;8;2.0;PARCELADO;1183.16
1194;2020-06-14 10:30:31;371;2;1.0;A VISTA;2.25
2043;2020-06-14 16:43:32;235;5;3.0;A VISTA;607.52
914;2020-06-15 16:57:58;1008;14;2.0;PARCELADO;483.05
1347;2020-06-17 15:19:43;484;2;4.0;A VISTA;1250.81
1978;2020-06-18 14:36:12;1344;13;1.0;A VISTA;2558.34
983;2020-06-20 09:42:19;1208;6;3.0;A VISTA;2072.2799999999997
310;2020-06-21 14:09:50;228;11;2.0;PARCELADO;850.04
551;2020-06-21 23:15:51;140;0;2.0;A VISTA;1551.62
1893;2020-06-23 09:22:03;1182;15;1.0;A VISTA;419.53
1343;2020-06-23 12:18:41;836;8;3.0;A VISTA;934.91
1597;2020-06-23 12:24:02;105;9;3.0;A VISTA;1313.26
730;2020-06-24 04:37:41;1328;0;1.0;A VISTA;1489.8600000000001
2365;2020-06-25 04:11:55;1228;0;2.0;A VISTA;1316.6
1752;2020-06-25 11:26:08;568;10;1.0;A VISTA;650.7099999999999
605;2020-06-26 10:52:30;736;3;4.0;A VISTA;4.04
77;2020-06-26 14:13:31;215;9;4.0;PARCELADO;146.98000000000002
812;2020-06-30 13:29:14;1288;7;2.0;A VISTA;16.11
1664;2020-07-01 17:37:54;901;13;3.0;A VISTA;1070.96
250;2020-07-03 11:43:37;637;3;2.0;A VISTA;1571.31
2214;2020-07-03 16:58:44;1370;11;2.0;A VISTA;1273.86
2179;2020-07-04 15:56:07;556;7;2.0;PARCELADO;406.57
465;2020-07-05 10:48:32;307;14;4.0;A VISTA;2707.94
2251;2020-07-06 10:06:18;985;12;3.0;PARCELADO;704.6800000000001
521;2020-07-07 09:24:48;1251;16;3.0;PARCELADO;659.46
2427;2020-07-07 11:46:18;272;3;2.0;A VISTA;855.4599999999999
1253;2020-07-09 11:34:43;377;11;2.0;A VISTA;627.0
2032;2020-07-10 12:40:00;161;4;2.0;A VISTA;582.61
1817;2020-07-10 13:53:01;86;5;2.0;PARCELADO;208.19000000000003
148;2020-07-13 02:54:45;1020;0;1.0;A VISTA;456.59999999999997
1556;2020-07-13 10:27:13;83;6;2.0;A VISTA;200.83
1908;2020-07-13 17:09:21;483;4;1.0;A VISTA;1355.81
1596;2020-07-15 11:04:14;747;15;3.0;A VISTA;73.36
1523;2020-07-16 15:44:55;744;5;4.0;A VISTA;2302.45
1165;2020-07-17 12:46:05;806;12;2.0;A VISTA;87.83000000000001
1519;2020-07-20 15:43:50;94;11;4.0;A VISTA;1216.11
187;2020-07-21 09:04:56;1201;11;2.0;PARCELADO;1637.17
188;2020-07-21 09:04:56;1225;1;1.0;PARCELADO;674.8199999999999
977;2020-07-21 15:34:18;794;13;2.0;A VISTA;1562.39
97;2020-07-22 12:29:47;781;16;1.0;A VISTA;87.9
1547;2020-07-23 09:56:02;750;10;4.0;PARCELADO;1594.8
2492;2020-07-24 12:11:40;629;5;3.0;A VISTA;52.56
927;2020-07-26 10:21:40;672;6;3.0;A VISTA;176.68
62;2020-07-26 10:57:29;648;8;2.0;A VISTA;2062.72
907;2020-07-27 13:43:03;529;13;1.0;A VISTA;396.9
1179;2020-07-28 16:06:56;575;16;2.0;A VISTA;1479.3600000000001
2222;2020-07-29 10:29:31;176;16;3.0;A VISTA;2114.59
517;2020-07-29 15:16:45;1259;9;3.0;A VISTA;757.1700000000001
518;2020-07-29 15:16:45;1205;1;1.0;PARCELADO;727.94
806;2020-07-30 09:09:15;616;10;1.0;A VISTA;1058.63
478;2020-07-31 16:52:56;718;14;3.0;A VISTA;48.8
1717;2020-08-01 10:27:52;330;13;3.0;PARCELADO;987.96
221;2020-08-01 14:23:01;753;16;2.0;A VISTA;830.49
231;2020-08-04 14:45:06;273;13;3.0;PARCELADO;836.31
1916;2020-08-05 17:22:52;692;10;1.0;A VISTA;613.06
608;2020-08-06 16:53:29;841;11;4.0;A VISTA;417.69
1093;2020-08-07 10:39:07;836;13;4.0;A VISTA;998.16
1422;2020-08-07 14:48:01;543;9;3.0;A VISTA;1018.8
2522;2020-08-09 11:46:55;454;9;2.0;A VISTA;762.4499999999999
271;2020-08-10 09:15:31;71;16;1.0;A VISTA;675.28
432;2020-08-10 15:30:36;476;6;2.0;PARCELADO;674.34
305;2020-08-12 10:47:28;1184;12;4.0;PARCELADO;374.57
323;2020-08-14 12:15:10;1183;3;1.0;A VISTA;1017.71
814;2020-08-17 09:15:16;1131;3;3.0;A VISTA;1446.04
1617;2020-08-17 10:50:04;253;4;4.0;PARCELADO;1.52
2278;2020-08-24 13:46:23;722;15;2.0;A VISTA;322.98
1648;2020-08-24 17:53:04;379;11;4.0;A VISTA;1173.29
1977;2020-08-25 17:23:32;553;6;2.0;A VISTA;9.76
2237;2020-08-26 12:21:20;1239;6;4.0;A VISTA;591.19
2249;2020-08-29 12:27:25;1295;11;4.0;PARCELADO;85.22
390;2020-08-30 09:21:42;443;13;1.0;A VISTA;121.03
1408;2020-09-01 09:14:53;1285;11;4.0;A VISTA;778.1600000000001
929;2020-09-01 14:33:20;891;13;2.0;A VISTA;313.73
1620;2020-09-03 11:07:55;1156;3;4.0;A VISTA;875.74
549;2020-09-05 11:14:29;826;6;1.0;PARCELADO;1527.03
2306;2020-09-05 17:10:54;511;2;3.0;PARCELADO;2550.46
289;2020-09-06 12:22:09;547;5;1.0;PARCELADO;715.55
229;2020-09-06 12:46:42;508;12;2.0;A VISTA;954.9
557;2020-09-07 12:53:37;505;3;2.0;A VISTA;486.34
1570;2020-09-07 17:34:23;63;8;2.0;A VISTA;907.88
1113;2020-09-09 11:40:36;1099;15;3.0;A VISTA;105.75999999999999
2376;2020-09-09 12:07:55;555;2;3.0;A VISTA;705.72
862;2020-09-09 13:41:40;150;15;1.0;A VISTA;1517.56
1526;2020-09-10 12:47:49;1134;2;1.0;A VISTA;616.2099999999999
1379;2020-09-10 23:21:55;893;0;1.0;PARCELADO;1187.49
1937;2020-09-13 15:54:07;324;8;4.0;PARCELADO;2529.56
2144;2020-09-15 14:45:08;870;3;4.0;A VISTA;1368.8899999999999
1762;2020-09-17 11:11:37;306;12;4.0;PARCELADO;487.15999999999997
515;2020-09-17 16:18:10;283;16;3.0;PARCELADO;985.86
144;2020-09-17 16:31:19;241;3;3.0;A VISTA;778.76
2442;2020-09-17 17:07:48;502;6;1.0;PARCELADO;1414.76
2348;2020-09-20 09:38:35;462;5;3.0;A VISTA;1786.19
1242;2020-09-22 11:55:38;1297;2;2.0;A VISTA;16.56
1693;2020-09-22 12:22:00;562;11;3.0;PARCELADO;725.88
1564;2020-09-22 17:21:01;1121;11;1.0;A VISTA;217.89000000000001
1921;2020-09-23 13:31:28;110;7;2.0;A VISTA;1130.6100000000001
1919;2020-09-24 16:44:52;3;9;1.0;A VISTA;2216.4700000000003
2066;2020-09-24 16:56:12;1112;8;2.0;A VISTA;166.12
1932;2020-09-27 10:25:48;317;11;3.0;PARCELADO;2499.76
972;2020-09-28 17:23:07;49;14;2.0;PARCELADO;410.7
2003;2020-09-29 09:30:09;132;5;3.0;A VISTA;1425.57
633;2020-10-02 14:29:52;56;15;2.0;PARCELADO;110.96
1478;2020-10-02 17:11:38;1008;3;2.0;PARCELADO;1634.68
1967;2020-10-03 11:30:35;360;9;3.0;PARCELADO;8.52
958;2020-10-04 00:35:25;1028;0;3.0;A VISTA;2522.93
986;2020-10-04 12:31:21;512;10;3.0;A VISTA;631.55
1170;2020-10-08 12:02:04;1125;2;2.0;A VISTA;1890.0600000000002
828;2020-10-12 11:52:43;455;5;3.0;A VISTA;136.26
1085;2020-10-12 12:05:12;768;10;2.0;PARCELADO;1040.46
156;2020-10-12 14:56:57;1375;6;2.0;A VISTA;1064.1200000000001
2537;2020-10-12 17:49:08;206;11;4.0;PARCELADO;357.15000000000003
620;2020-10-13 10:41:48;972;4;4.0;A VISTA;591.53
1397;2020-10-13 14:49:37;217;9;3.0;A VISTA;506.73
2289;2020-10-15 09:33:05;429;13;1.0;A VISTA;2334.0
1613;2020-10-17 12:09:29;542;10;4.0;PARCELADO;355.48
2305;2020-10-18 12:28:55;862;7;1.0;A VISTA;297.46999999999997
746;2020-10-18 15:52:06;830;6;3.0;A VISTA;2683.25
1479;2020-10-19 09:52:57;968;10;2.0;A VISTA;1608.53
2148;2020-10-21 12:26:11;1248;7;1.0;A VISTA;977.91
35;2020-10-21 16:41:19;581;8;3.0;A VISTA;1569.33
533;2020-10-22 14:13:22;112;2;4.0;PARCELADO;1959.24
680;2020-10-24 09:06:24;657;4;4.0;A VISTA;1500.05
88;2020-10-24 11:14:46;1372;12;4.0;PARCELADO;2871.0
1297;2020-10-24 17:46:32;133;6;3.0;A VISTA;275.57
1298;2020-10-24 17:46:32;736;1;4.0;PARCELADO;510.5
20;2020-10-26 17:06:36;924;5;1.0;A VISTA;1552.48
322;2020-10-29 15:58:55;1185;15;2.0;PARCELADO;341.64
1121;2020-10-31 10:17:37;878;10;1.0;A VISTA;1327.14
1016;2020-11-01 11:31:27;475;5;4.0;A VISTA;1512.13
2126;2020-11-01 12:45:44;670;16;4.0;A VISTA;860.47
1353;2020-11-01 16:03:37;1290;2;1.0;PARCELADO;1295.0700000000002
2182;2020-11-01 17:05:13;974;8;1.0;A VISTA;584.5
2056;2020-11-07 03:55:39;21;0;1.0;A VISTA;1334.78
863;2020-11-10 13:08:34;1074;6;3.0;A VISTA;638.37
2297;2020-11-10 14:29:13;1263;8;1.0;A VISTA;787.17
293;2020-11-10 17:35:13;26;11;1.0;A VISTA;667.7199999999999
1147;2020-11-11 09:19:01;302;12;1.0;A VISTA;1880.85
1288;2020-11-11 13:47:00;901;16;1.0;A VISTA;1083.39
2023;2020-11-13 10:33:19;1272;4;4.0;PARCELADO;1250.19
892;2020-11-13 13:48:03;836;15;4.0;A VISTA;987.6100000000001
2326;2020-11-14 13:13:16;1121;12;4.0;A VISTA;647.4799999999999
189;2020-11-14 20:43:06;291;0;1.0;A VISTA;437.71
1861;2020-11-15 11:06:17;1059;9;3.0;A VISTA;88.69
1154;2020-11-15 17:39:18;1371;15;2.0;A VISTA;671.09
853;2020-11-16 14:57:52;912;5;1.0;A VISTA;329.85
854;2020-11-16 14:57:52;851;1;1.0;PARCELADO;941.69
1853;2020-11-17 13:38:49;214;7;4.0;A VISTA;745.74
242;2020-11-17 17:49:22;1220;7;2.0;A VISTA;4216.56
178;2020-11-18 09:14:06;1063;2;3.0;A VISTA;1622.4799999999998
1799;2020-11-19 09:34:44;1005;14;2.0;A VISTA;288.14
662;2020-11-19 11:47:36;122;11;1.0;A VISTA;865.53
861;2020-11-19 14:33:16;1110;2;3.0;PARCELADO;2070.99
2089;2020-11-19 16:48:17;1024;11;1.0;A VISTA;1213.0
281;2020-11-21 15:00:15;752;13;1.0;A VISTA;778.2099999999999
2429;2020-11-22 11:09:26;195;8;1.0;A VISTA;1134.76
1204;2020-11-23 12:44:10;1276;14;1.0;A VISTA;723.8
599;2020-11-23 16:03:56;672;14;3.0;A VISTA;722.83
2283;2020-11-23 16:57:30;878;7;3.0;A VISTA;1097.29
1683;2020-11-24 10:06:29;419;8;4.0;PARCELADO;2461.29
1510;2020-11-24 14:12:37;1020;5;2.0;A VISTA;704.1199999999999
1649;2020-11-25 14:30:49;607;14;2.0;A VISTA;20.740000000000002
1945;2020-11-27 10:33:55;561;8;4.0;A VISTA;1938.92
1946;2020-11-27 10:33:55;789;1;1.0;A VISTA;1478.54
987;2020-11-27 10:51:27;713;7;4.0;A VISTA;1651.6200000000001
988;2020-11-27 10:51:27;243;1;2.0;A VISTA;2891.96
1189;2020-11-28 12:06:26;353;6;2.0;A VISTA;1197.18
1126;2020-11-28 17:58:44;396;7;3.0;A VISTA;633.22
1127;2020-11-28 17:58:44;451;1;4.0;A VISTA;460.56
1577;2020-11-29 09:11:50;820;14;4.0;A VISTA;478.89
2373;2020-11-30 17:44:30;172;16;1.0;A VISTA;206.82
2374;2020-11-30 17:44:30;1114;1;4.0;A VISTA;1845.07
1713;2020-12-01 09:07:10;337;10;4.0;PARCELADO;281.33
2493;2020-12-03 13:25:48;448;14;1.0;A VISTA;255.74
2074;2020-12-08 17:22:39;984;15;1.0;A VISTA;2777.08
1357;2020-12-09 14:16:26;177;16;3.0;A VISTA;39.8
2264;2020-12-09 14:54:10;20;14;1.0;PARCELADO;348.81
429;2020-12-11 09:21:03;75;15;3.0;A VISTA;2100.7999999999997
1157;2020-12-11 10:30:25;331;10;2.0;A VISTA;1215.82
1158;2020-12-11 10:30:25;462;1;4.0;A VISTA;48.21
1079;2020-12-11 10:33:53;1253;10;4.0;A VISTA;483.3
424;2020-12-11 12:34:14;209;13;4.0;A VISTA;935.44
567;2020-12-13 15:08:29;418;14;1.0;A VISTA;1330.47
2028;2020-12-14 11:16:23;1265;7;1.0;A VISTA;450.26
808;2020-12-15 09:03:50;1352;6;4.0;A VISTA;2028.23
823;2020-12-16 07:04:24;688;0;4.0;PARCELADO;1675.23
1545;2020-12-16 12:08:04;864;9;1.0;A VISTA;1674.32
1760;2020-12-16 17:18:55;509;8;2.0;A VISTA;677.79
440;2020-12-18 15:38:33;890;12;4.0;PARCELADO;676.77
47;2020-12-18 17:08:43;690;6;4.0;PARCELADO;1523.98
1636;2020-12-18 17:16:27;439;6;4.0;A VISTA;1981.4099999999999
226;2020-12-19 11:18:01;80;7;3.0;PARCELADO;1343.64
1773;2020-12-19 11:40:23;48;4;3.0;A VISTA;860.9100000000001
732;2020-12-21 16:12:11;244;10;3.0;A VISTA;2079.29
1220;2020-12-22 16:23:04;614;12;3.0;A VISTA;2070.93
1396;2020-12-23 11:11:39;1203;7;1.0;A VISTA;649.23
2176;2020-12-23 14:02:43;688;15;4.0;A VISTA;520.1500000000001
1169;2020-12-26 10:40:55;608;2;1.0;A VISTA;218.57
446;2020-12-28 14:23:24;1390;6;1.0;A VISTA;1801.29
1037;2020-12-29 19:15:14;741;0;1.0;PARCELADO;734.94
193;2020-12-31 17:50:28;767;4;3.0;A VISTA;3180.24
2387;2021-01-01 13:28:21;1043;15;3.0;PARCELADO;579.21
1464;2021-01-02 11:06:39;151;9;3.0;A VISTA;2215.5
1465;2021-01-02 11:06:39;112;1;2.0;PARCELADO;820.69
1245;2021-01-06 14:26:31;329;11;1.0;A VISTA;39.57
1039;2021-01-08 14:54:50;195;8;1.0;A VISTA;856.7900000000001
1646;2021-01-13 11:22:57;384;9;3.0;A VISTA;290.94
1589;2021-01-13 15:47:32;1291;6;1.0;A VISTA;1088.36
1834;2021-01-13 15:57:58;506;5;4.0;A VISTA;358.01
1469;2021-01-16 14:13:27;886;10;2.0;A VISTA;613.1999999999999
810;2021-01-17 10:54:16;162;2;2.0;A VISTA;1648.41
1070;2021-01-17 17:48:05;807;5;1.0;A VISTA;151.54
962;2021-01-18 16:49:45;548;11;1.0;A VISTA;310.92
2181;2021-01-19 10:01:27;375;10;4.0;A VISTA;1906.9299999999998
146;2021-01-19 11:17:04;6;8;3.0;A VISTA;2267.71
86;2021-01-20 11:19:26;744;4;2.0;A VISTA;1451.68
87;2021-01-20 11:19:26;281;1;1.0;PARCELADO;1687.59
434;2021-01-20 16:54:05;88;14;4.0;A VISTA;799.37
2040;2021-01-22 13:46:15;1022;7;3.0;A VISTA;1265.6
2041;2021-01-22 13:46:15;532;1;2.0;A VISTA;1910.3899999999999
1505;2021-01-22 17:49:20;855;2;2.0;PARCELADO;144.27
1839;2021-01-23 13:04:21;237;7;2.0;A VISTA;1454.85
898;2021-01-24 09:07:14;1184;5;2.0;PARCELADO;716.11
1624;2021-01-24 16:49:14;147;5;4.0;A VISTA;2798.59
228;2021-01-28 16:38:50;528;11;2.0;A VISTA;1422.43
1104;2021-01-29 14:13:32;165;4;3.0;A VISTA;643.62
1148;2021-01-29 15:57:27;1101;2;3.0;PARCELADO;1772.97
1249;2021-01-30 12:37:47;834;12;4.0;PARCELADO;468.79
1700;2021-01-30 17:19:16;488;12;1.0;A VISTA;1249.6799999999998
421;2021-01-31 12:58:41;1334;7;2.0;A VISTA;1068.34
2139;2021-02-01 11:56:22;805;3;4.0;A VISTA;51.72
1643;2021-02-01 15:57:05;991;7;4.0;A VISTA;443.75
2108;2021-02-02 20:59:17;830;0;3.0;PARCELADO;33.36
315;2021-02-03 09:55:29;914;7;2.0;A VISTA;1016.8599999999999
270;2021-02-03 16:44:19;464;7;1.0;A VISTA;989.7800000000001
369;2021-02-05 03:20:30;728;0;4.0;A VISTA;1390.22
257;2021-02-06 09:12:00;412;11;4.0;A VISTA;1074.38
2409;2021-02-08 09:06:05;88;5;4.0;A VISTA;1018.2
1371;2021-02-11 16:46:37;565;5;2.0;A VISTA;1160.76
965;2021-02-15 11:55:40;798;2;4.0;A VISTA;519.0
98;2021-02-17 11:43:20;1291;13;2.0;A VISTA;2175.55
1944;2021-02-17 13:55:40;675;7;4.0;A VISTA;493.17
947;2021-02-21 13:52:09;206;13;4.0;A VISTA;687.3000000000001
2058;2021-02-24 09:47:38;265;2;4.0;A VISTA;1005.8499999999999
2059;2021-02-24 09:47:38;333;1;2.0;A VISTA;1312.62
1866;2021-02-26 13:35:14;934;11;3.0;PARCELADO;560.62
1064;2021-02-26 15:05:04;804;7;4.0;PARCELADO;21.98
925;2021-02-27 09:25:31;517;5;4.0;PARCELADO;885.04
1552;2021-02-27 14:10:44;653;4;4.0;A VISTA;2.16
1273;2021-03-01 13:55:58;1138;15;2.0;PARCELADO;13.77
1696;2021-03-05 11:18:17;1229;9;2.0;A VISTA;416.87
541;2021-03-07 12:49:42;243;2;4.0;A VISTA;508.85
115;2021-03-10 09:22:18;975;14;2.0;A VISTA;1398.55
160;2021-03-11 14:05:05;527;2;1.0;A VISTA;324.78999999999996
2536;2021-03-13 14:26:48;1373;4;2.0;PARCELADO;96.28
2242;2021-03-14 09:29:01;1363;9;1.0;A VISTA;73.24
2243;2021-03-14 09:29:01;370;1;4.0;A VISTA;423.90000000000003
355;2021-03-14 11:05:42;239;15;3.0;A VISTA;2413.69
832;2021-03-16 14:06:53;883;7;3.0;A VISTA;841.35
120;2021-03-16 17:26:29;584;7;3.0;A VISTA;262.49
921;2021-03-18 02:54:03;819;0;3.0;A VISTA;684.86
2050;2021-03-23 10:48:20;611;16;1.0;PARCELADO;297.6
2030;2021-03-24 15:00:19;1031;13;4.0;A VISTA;90.94
1958;2021-03-25 11:55:07;571;2;3.0;A VISTA;223.70999999999998
1411;2021-03-25 16:22:43;1177;2;2.0;PARCELADO;1115.07
1737;2021-03-25 17:39:48;33;8;4.0;A VISTA;2908.99
1419;2021-03-27 12:23:15;959;15;3.0;A VISTA;1304.03
2080;2021-03-31 13:48:50;321;14;2.0;PARCELADO;870.51
624;2021-04-01 09:30:29;123;10;2.0;A VISTA;404.94
324;2021-04-01 17:40:21;333;14;1.0;A VISTA;1462.51
2277;2021-04-02 03:17:37;65;0;2.0;A VISTA;354.29
2166;2021-04-02 10:53:03;1397;4;2.0;A VISTA;1354.84
1467;2021-04-02 14:31:04;235;13;2.0;A VISTA;715.77
1238;2021-04-03 09:24:39;1087;4;3.0;A VISTA;673.49
1025;2021-04-03 09:24:50;1018;4;2.0;A VISTA;80.63
2343;2021-04-03 16:44:35;201;15;1.0;A VISTA;946.21
1141;2021-04-04 09:00:45;1397;9;4.0;A VISTA;420.20000000000005
1936;2021-04-04 11:06:51;21;2;3.0;A VISTA;338.38
690;2021-04-05 14:10:55;549;11;3.0;A VISTA;403.77
453;2021-04-08 15:01:40;345;5;4.0;A VISTA;183.47
2479;2021-04-09 15:11:15;578;9;2.0;A VISTA;1053.76
923;2021-04-11 09:01:03;886;15;4.0;PARCELADO;1516.56
924;2021-04-11 09:01:03;260;1;1.0;A VISTA;661.85
1403;2021-04-11 09:41:44;93;13;1.0;A VISTA;635.67
703;2021-04-11 11:52:53;655;11;1.0;PARCELADO;1212.35
674;2021-04-13 10:29:34;369;6;2.0;A VISTA;98.8
316;2021-04-15 13:41:10;1307;14;1.0;A VISTA;783.0
141;2021-04-15 15:38:43;1192;4;4.0;A VISTA;642.31
895;2021-04-16 10:48:09;876;7;2.0;A VISTA;1576.65
1829;2021-04-17 12:26:31;760;9;2.0;PARCELADO;82.53
2071;2021-04-19 15:22:33;927;13;3.0;A VISTA;1102.1100000000001
2072;2021-04-19 15:22:33;848;1;1.0;A VISTA;35.96
957;2021-04-20 11:14:42;179;11;1.0;A VISTA;60.28
352;2021-04-21 09:05:55;329;2;3.0;A VISTA;556.49
2113;2021-04-21 10:08:57;135;6;4.0;A VISTA;634.41
