CODIGO_VENDA;DATA_VENDA;CODIGO_CLIENTE;CODIGO_VENDEDOR;CODIGO_LOJA;FORMA_PAGAMENTO;TIPO_PAGAMENTO;VALOR_FINAL
13417;2022-07-07 11:57:29;772;13;3;1.0;A VISTA;1395.6799999999998
8697;2022-07-07 14:08:08;139;12;2;3.0;A VISTA;954.22
807;2022-07-07 14:13:30;752;8;1;4.0;A VISTA;931.23
10833;2022-07-07 16:54:05;361;27;2;4.0;A VISTA;1121.57
11581;2022-07-07 21:43:27;200;36;1;4.0;A VISTA;162.0
14636;2022-07-08 02:43:53;819;4;1;2.0;A VISTA;2467.5
7661;2022-07-08 12:56:17;1257;8;4;3.0;A VISTA;8.16
2021;2022-07-08 15:29:39;1023;24;2;1.0;A VISTA;250.08
403;2022-07-09 10:49:59;1249;1;1;1.0;A VISTA;1032.44
5887;2022-07-09 15:29:21;762;22;4;1.0;A VISTA;875.35
12633;2022-07-09 22:43:54;1266;15;1;3.0;A VISTA;1505.92
14850;2022-07-10 09:10:03;1394;19;3;4.0;A VISTA;1955.72
12214;2022-07-10 12:13:07;679;16;3;4.0;A VISTA;139.71
8649;2022-07-10 12:44:10;133;14;4;3.0;A VISTA;467.48
13875;2022-07-10 13:45:31;656;3;4;2.0;A VISTA;1139.6100000000001
9093;2022-07-10 17:23:37;776;27;3;1.0;A VISTA;831.8399999999999
3377;2022-07-11 12:08:06;516;24;2;1.0;A VISTA;280.78999999999996
2729;2022-07-11 12:15:40;1048;19;2;4.0;A VISTA;66.01
8211;2022-07-11 14:33:44;625;23;2;2.0;A VISTA;3587.44
12986;2022-07-11 16:37:39;670;24;3;2.0;A VISTA;1051.6299999999999
14094;2022-07-11 17:17:44;966;36;2;3.0;A VISTA;659.01
14014;2022-07-11 17:47:47;370;10;3;1.0;A VISTA;1846.18
9134;2022-07-12 06:29:30;868;11;1;1.0;A VISTA;973.54
8065;2022-07-12 10:46:36;291;32;1;1.0;A VISTA;1811.64
8759;2022-07-12 12:56:54;1328;13;4;3.0;A VISTA;1391.8600000000001
6339;2022-07-12 13:37:35;643;30;3;4.0;A VISTA;2033.07
7082;2022-07-12 15:27:55;1048;1;3;1.0;A VISTA;98.13
2646;2022-07-12 16:32:32;1246;36;3;3.0;A VISTA;1826.21
6127;2022-07-12 16:41:49;389;37;4;4.0;A VISTA;1292.17
2184;2022-07-12 17:12:40;1050;8;4;3.0;A VISTA;164.70000000000002
6420;2022-07-12 17:43:17;162;37;4;2.0;A VISTA;441.21000000000004
6005;2022-07-13 01:32:18;1397;6;1;4.0;A VISTA;1805.2
7672;2022-07-13 09:14:06;1252;38;4;2.0;A VISTA;3784.67
8054;2022-07-13 12:03:32;229;37;3;3.0;A VISTA;427.08
732;2022-07-13 13:45:10;1102;6;2;2.0;A VISTA;250.22
14739;2022-07-13 16:23:13;1279;4;1;1.0;A VISTA;765.47
7735;2022-07-13 17:26:39;220;10;4;3.0;A VISTA;1447.14
7624;2022-07-13 18:33:02;1280;17;1;3.0;A VISTA;872.16
4222;2022-07-13 20:53:18;1228;1;1;1.0;A VISTA;89.33
13549;2022-07-14 10:47:35;1019;35;3;3.0;A VISTA;1750.1799999999998
744;2022-07-14 11:32:52;1173;35;4;4.0;A VISTA;963.5600000000001
14330;2022-07-14 11:42:58;1304;13;4;1.0;A VISTA;1730.3600000000001
7232;2022-07-14 12:58:37;430;18;2;1.0;A VISTA;53.870000000000005
13438;2022-07-14 14:15:29;491;23;2;2.0;A VISTA;966.1899999999999
12438;2022-07-14 16:21:27;38;38;4;1.0;A VISTA;77.41
9581;2022-07-15 12:04:41;1117;10;4;4.0;A VISTA;647.77
12491;2022-07-15 13:16:41;955;28;3;1.0;A VISTA;1544.02
1900;2022-07-15 13:34:09;988;7;2;4.0;A VISTA;1071.46
13880;2022-07-15 17:08:31;11;8;2;1.0;A VISTA;1084.12
11901;2022-07-15 17:46:15;50;16;3;1.0;A VISTA;653.6800000000001
11671;2022-07-16 10:15:38;105;5;4;4.0;A VISTA;214.01999999999998
13020;2022-07-16 10:33:53;1306;32;1;1.0;A VISTA;564.58
2191;2022-07-16 11:23:21;511;38;4;4.0;A VISTA;159.62
10163;2022-07-16 12:35:07;632;33;3;1.0;A VISTA;101.97
8412;2022-07-16 14:11:27;397;23;2;2.0;A VISTA;30.3
14692;2022-07-16 16:17:30;829;2;1;4.0;A VISTA;1231.8700000000001
9618;2022-07-16 17:48:43;951;4;4;3.0;A VISTA;21.85
2226;2022-07-17 10:21:53;191;2;3;3.0;A VISTA;2570.14
6933;2022-07-17 11:13:38;1275;29;4;4.0;A VISTA;803.9100000000001
4076;2022-07-17 13:55:45;763;36;3;2.0;A VISTA;50.019999999999996
8047;2022-07-17 14:37:50;582;27;3;4.0;A VISTA;2189.31
419;2022-07-17 17:08:51;605;19;4;1.0;A VISTA;415.78
4117;2022-07-17 17:27:44;66;29;2;3.0;A VISTA;1564.0500000000002
11933;2022-07-18 09:14:16;660;31;1;1.0;A VISTA;891.78
3739;2022-07-18 09:34:02;313;2;2;1.0;A VISTA;642.25
4871;2022-07-18 12:32:51;267;20;1;1.0;A VISTA;32.0
11351;2022-07-18 13:26:04;1147;29;4;2.0;A VISTA;468.02
13479;2022-07-18 15:58:46;919;9;4;2.0;A VISTA;766.71
8566;2022-07-18 17:26:20;845;2;1;3.0;A VISTA;422.49
4911;2022-07-18 22:32:32;1370;36;1;3.0;A VISTA;1343.47
66;2022-07-18 23:30:52;90;26;1;1.0;A VISTA;999.06
14277;2022-07-19 07:36:56;701;25;1;3.0;A VISTA;1948.15
5597;2022-07-19 13:02:27;770;20;4;2.0;A VISTA;1358.26
1364;2022-07-19 15:11:43;632;35;4;1.0;A VISTA;30.51
14129;2022-07-19 15:58:56;168;18;4;3.0;A VISTA;1026.58
98;2022-07-19 16:51:14;738;6;2;4.0;A VISTA;473.79999999999995
12098;2022-07-20 09:25:52;14;23;4;2.0;A VISTA;1756.1399999999999
804;2022-07-20 12:26:16;268;39;4;3.0;A VISTA;352.03
13754;2022-07-20 12:36:23;1376;30;3;3.0;A VISTA;853.2
2296;2022-07-20 13:29:20;567;33;2;3.0;A VISTA;138.24
9261;2022-07-20 13:46:49;425;35;2;2.0;A VISTA;1147.7
2796;2022-07-20 14:14:09;454;6;4;2.0;A VISTA;164.07
10275;2022-07-20 14:20:00;251;5;4;4.0;A VISTA;2322.69
13959;2022-07-20 15:41:33;957;31;1;3.0;A VISTA;523.78
3016;2022-07-20 16:49:00;188;33;3;1.0;A VISTA;105.27
5667;2022-07-21 11:57:41;1276;29;2;2.0;A VISTA;159.95999999999998
7576;2022-07-21 12:22:48;158;23;4;3.0;A VISTA;38.88
3201;2022-07-21 13:07:47;763;31;4;2.0;A VISTA;869.34
15149;2022-07-21 16:24:32;441;10;3;4.0;A VISTA;3662.52
2755;2022-07-21 17:34:41;587;17;2;4.0;A VISTA;2176.24
5966;2022-07-22 03:26:19;1022;29;1;3.0;A VISTA;445.60999999999996
5297;2022-07-22 14:09:02;210;2;3;3.0;A VISTA;1462.98
10237;2022-07-22 21:39:12;1396;7;1;3.0;A VISTA;1653.72
3837;2022-07-23 04:37:27;627;21;1;4.0;A VISTA;1739.84
2922;2022-07-23 10:27:35;521;34;3;2.0;A VISTA;2976.6
1787;2022-07-23 12:39:39;517;1;1;1.0;A VISTA;521.08
15074;2022-07-23 14:20:01;850;5;4;1.0;A VISTA;2174.19
9635;2022-07-23 19:37:14;302;15;1;3.0;A VISTA;1006.74
26;2022-07-24 10:12:09;171;15;4;4.0;A VISTA;1235.56
1576;2022-07-24 10:24:31;579;33;4;4.0;A VISTA;1620.9
4196;2022-07-24 13:22:19;1016;24;3;1.0;A VISTA;3156.0800000000004
8333;2022-07-24 14:29:24;123;24;4;3.0;A VISTA;417.28000000000003
11938;2022-07-24 14:50:13;557;9;1;3.0;A VISTA;1142.39
987;2022-07-24 16:39:44;164;29;2;2.0;A VISTA;245.18
8046;2022-07-24 17:35:17;559;31;4;2.0;A VISTA;1160.28
9001;2022-07-25 09:45:09;763;5;2;3.0;A VISTA;2530.86
13277;2022-07-25 09:55:54;867;26;4;4.0;A VISTA;123.87
6630;2022-07-25 10:53:55;208;17;2;3.0;A VISTA;1450.02
6462;2022-07-25 15:22:14;410;31;4;1.0;A VISTA;855.89
3577;2022-07-25 17:45:42;107;12;4;1.0;A VISTA;499.31
7349;2022-07-25 17:48:20;354;13;2;2.0;A VISTA;2272.38
12342;2022-07-26 12:39:14;857;32;2;3.0;A VISTA;946.04
12021;2022-07-26 13:52:01;609;23;4;4.0;A VISTA;1097.98
8526;2022-07-27 06:33:24;918;19;1;3.0;A VISTA;343.71
9141;2022-07-27 12:12:39;575;22;2;4.0;A VISTA;1197.79
7030;2022-07-27 12:40:05;438;19;4;4.0;A VISTA;1261.08
14263;2022-07-27 13:29:35;353;37;1;1.0;A VISTA;332.15000000000003
10449;2022-07-27 13:44:39;21;4;2;2.0;A VISTA;1135.8700000000001
14230;2022-07-27 15:12:21;357;30;4;1.0;A VISTA;3.94
5742;2022-07-28 09:49:49;277;29;2;4.0;A VISTA;348.28000000000003
3702;2022-07-28 13:56:38;905;30;4;3.0;A VISTA;723.1700000000001
11987;2022-07-28 15:54:51;474;35;1;3.0;A VISTA;178.66
14227;2022-07-28 16:49:38;563;37;2;3.0;A VISTA;1651.55
8987;2022-07-28 22:47:28;46;26;1;2.0;A VISTA;274.36
9748;2022-07-29 04:54:58;1119;16;1;3.0;A VISTA;285.71
5500;2022-07-29 11:03:20;730;8;4;1.0;A VISTA;954.09
2278;2022-07-29 12:27:12;249;23;4;1.0;A VISTA;225.51999999999998
8001;2022-07-29 15:36:38;858;7;4;4.0;A VISTA;87.36
12287;2022-07-29 20:40:25;409;35;1;3.0;A VISTA;457.77
8547;2022-07-29 23:12:26;1244;31;1;4.0;A VISTA;374.36
5352;2022-07-30 09:06:38;717;23;2;2.0;A VISTA;437.86
4816;2022-07-30 12:04:18;943;3;3;1.0;A VISTA;711.57
13948;2022-07-30 12:36:23;938;15;2;1.0;A VISTA;1518.29
2509;2022-07-30 16:55:43;1187;5;3;3.0;A VISTA;455.48
10541;2022-07-30 23:32:34;853;27;1;3.0;A VISTA;47.41
6044;2022-07-31 00:22:10;394;20;1;1.0;A VISTA;1400.42
14033;2022-07-31 09:33:33;1190;4;2;1.0;A VISTA;1912.6200000000001
12818;2022-07-31 11:03:57;123;8;2;4.0;A VISTA;254.38
3771;2022-07-31 12:29:40;963;23;2;1.0;A VISTA;27.2
3323;2022-07-31 13:42:56;920;28;1;2.0;A VISTA;529.98
12281;2022-07-31 16:50:09;1226;2;3;3.0;A VISTA;1307.94
12741;2022-08-01 03:15:00;799;18;1;4.0;A VISTA;2543.05
9241;2022-08-01 03:15:32;1215;35;1;2.0;A VISTA;406.08
11469;2022-08-01 09:57:10;965;16;3;1.0;A VISTA;1192.01
11221;2022-08-01 10:26:44;1250;21;3;3.0;A VISTA;537.22
2440;2022-08-01 13:33:15;133;17;3;1.0;A VISTA;1835.92
14729;2022-08-01 14:46:51;190;28;2;2.0;A VISTA;25.14
5204;2022-08-01 16:00:56;302;4;2;4.0;A VISTA;15.15
14307;2022-08-02 10:44:22;26;13;3;1.0;A VISTA;818.2299999999999
13444;2022-08-02 12:33:39;688;22;3;2.0;A VISTA;744.01
5618;2022-08-02 12:47:30;403;34;1;1.0;A VISTA;49.59
2752;2022-08-02 13:56:56;1026;32;1;2.0;A VISTA;2099.2999999999997
5968;2022-08-02 14:25:02;1350;31;2;2.0;A VISTA;2167.04
6638;2022-08-02 14:44:43;800;10;4;3.0;A VISTA;2264.52
70;2022-08-02 16:42:33;121;30;2;1.0;A VISTA;3619.33
13077;2022-08-02 17:02:04;732;3;4;1.0;A VISTA;3419.8
2340;2022-08-03 10:26:04;1046;35;2;2.0;A VISTA;550.83
9379;2022-08-03 10:28:04;229;5;2;2.0;A VISTA;1132.75
9727;2022-08-03 12:56:01;1009;33;4;3.0;A VISTA;1183.5300000000002
6149;2022-08-03 12:58:00;825;23;4;1.0;A VISTA;382.40000000000003
13155;2022-08-03 14:23:35;1239;38;3;3.0;A VISTA;373.96
2052;2022-08-03 15:17:05;423;10;2;2.0;A VISTA;1064.33
5149;2022-08-03 15:19:31;314;33;3;2.0;A VISTA;981.69
4880;2022-08-03 17:24:30;67;20;4;2.0;A VISTA;1510.86
11378;2022-08-03 17:37:42;254;24;3;3.0;A VISTA;829.9200000000001
8541;2022-08-04 09:03:12;1332;2;3;4.0;A VISTA;830.46
851;2022-08-04 09:06:31;1270;39;3;3.0;A VISTA;1322.8
7;2022-08-04 09:29:47;1373;5;2;2.0;A VISTA;1099.43
7669;2022-08-04 09:45:42;441;16;2;1.0;A VISTA;1427.67
4011;2022-08-04 11:16:12;454;7;3;2.0;A VISTA;1404.43
13938;2022-08-04 13:14:28;75;8;4;3.0;A VISTA;2068.2200000000003
9415;2022-08-04 14:23:52;1307;32;3;2.0;A VISTA;1177.46
7723;2022-08-04 16:00:55;70;17;3;4.0;A VISTA;64.11
7300;2022-08-04 16:21:09;1324;3;3;2.0;A VISTA;1125.43
11592;2022-08-04 16:47:14;987;2;3;4.0;A VISTA;440.18
12694;2022-08-04 17:30:21;92;5;1;2.0;A VISTA;399.76
6613;2022-08-05 09:06:29;900;9;3;3.0;A VISTA;519.41
9132;2022-08-05 11:19:11;563;31;4;1.0;A VISTA;1774.13
11054;2022-08-05 12:01:30;936;27;2;2.0;A VISTA;341.04
1050;2022-08-05 12:11:55;874;24;4;4.0;A VISTA;458.54
7226;2022-08-05 12:31:48;825;16;4;1.0;A VISTA;474.74
7852;2022-08-05 16:12:24;45;25;3;2.0;A VISTA;1783.77
2798;2022-08-05 17:10:43;290;9;3;2.0;A VISTA;1108.33
11607;2022-08-05 17:44:33;1035;36;2;4.0;A VISTA;770.95
11891;2022-08-05 17:54:43;461;6;4;4.0;A VISTA;1253.5900000000001
12699;2022-08-06 09:57:49;792;1;2;3.0;A VISTA;710.6600000000001
7772;2022-08-06 11:15:16;619;35;4;3.0;A VISTA;1434.96
3395;2022-08-06 12:37:14;1096;10;2;4.0;A VISTA;2325.42
14553;2022-08-06 16:38:57;1306;4;2;1.0;A VISTA;757.95
2630;2022-08-07 09:57:10;503;34;4;4.0;A VISTA;1865.16
4107;2022-08-07 11:15:52;1235;21;4;1.0;A VISTA;594.14
13658;2022-08-07 12:07:06;1068;18;3;3.0;A VISTA;1899.0900000000001
760;2022-08-07 14:13:14;234;19;4;3.0;A VISTA;1781.2399999999998
12984;2022-08-07 17:45:17;224;9;2;2.0;A VISTA;1708.7
14846;2022-08-08 11:04:20;103;34;2;1.0;A VISTA;1754.1799999999998
3583;2022-08-08 14:48:20;667;1;3;2.0;A VISTA;121.28
3239;2022-08-08 16:09:13;876;26;3;2.0;A VISTA;137.99
10307;2022-08-09 09:15:21;1067;8;2;4.0;A VISTA;864.21
7815;2022-08-09 09:52:33;1264;36;3;2.0;A VISTA;70.89
813;2022-08-09 10:34:50;203;33;3;1.0;A VISTA;493.88
6621;2022-08-09 14:55:28;33;39;2;3.0;A VISTA;913.3399999999999
3515;2022-08-09 16:41:51;1130;30;3;3.0;A VISTA;645.5
5200;2022-08-09 17:11:18;796;22;2;2.0;A VISTA;1529.7400000000002
13984;2022-08-09 17:29:55;84;39;3;3.0;A VISTA;2.71
8025;2022-08-09 19:49:59;920;28;1;2.0;A VISTA;2886.18
5437;2022-08-10 07:14:01;656;5;1;1.0;A VISTA;292.12
15128;2022-08-10 10:04:03;1362;24;3;3.0;A VISTA;1346.52
3768;2022-08-10 12:46:18;1370;30;1;1.0;A VISTA;350.38
6883;2022-08-10 14:53:34;411;22;3;4.0;A VISTA;469.12
3855;2022-08-10 16:13:02;923;22;1;2.0;A VISTA;348.9
9453;2022-08-10 20:31:38;93;2;1;2.0;A VISTA;1050.1
4877;2022-08-11 15:33:37;116;17;2;3.0;A VISTA;275.85
428;2022-08-11 15:42:36;846;34;1;2.0;A VISTA;806.86
5677;2022-08-11 19:21:32;906;39;1;2.0;A VISTA;73.59
2076;2022-08-12 08:06:41;1124;30;1;4.0;A VISTA;139.93
5639;2022-08-12 11:22:49;1070;28;3;2.0;A VISTA;1379.53
481;2022-08-12 11:45:54;58;13;3;2.0;A VISTA;720.7700000000001
12268;2022-08-12 13:17:18;742;35;2;2.0;A VISTA;52.29
11011;2022-08-12 13:55:41;1016;19;4;3.0;A VISTA;812.63
13124;2022-08-12 16:03:42;471;13;3;2.0;A VISTA;1066.98
8312;2022-08-12 16:41:47;1200;12;2;3.0;A VISTA;207.92
6864;2022-08-12 23:45:27;728;6;1;3.0;A VISTA;1872.05
13763;2022-08-13 06:49:29;789;12;1;4.0;A VISTA;140.96
10071;2022-08-13 10:15:10;1126;31;2;1.0;A VISTA;5.92
8017;2022-08-13 11:26:09;294;26;4;3.0;A VISTA;1653.82
10210;2022-08-13 12:30:01;241;13;2;2.0;A VISTA;678.8499999999999
9281;2022-08-13 13:35:11;816;31;4;1.0;A VISTA;1219.08
12665;2022-08-13 21:01:12;342;27;1;1.0;A VISTA;749.06
7633;2022-08-13 21:26:45;285;29;1;4.0;A VISTA;937.8
11247;2022-08-15 02:28:21;88;34;1;1.0;A VISTA;516.25
11655;2022-08-15 04:54:03;662;28;1;1.0;A VISTA;570.35
14153;2022-08-15 11:25:08;1021;24;2;3.0;A VISTA;152.44
2868;2022-08-15 11:39:51;109;15;1;4.0;A VISTA;1125.76
4355;2022-08-15 12:25:10;937;9;2;4.0;A VISTA;1529.14
13513;2022-08-15 12:39:54;232;27;4;2.0;A VISTA;1085.92
7822;2022-08-15 13:53:02;347;1;4;4.0;A VISTA;1851.01
5943;2022-08-15 14:16:41;1078;38;4;3.0;A VISTA;532.54
1723;2022-08-15 16:46:42;605;37;1;3.0;A VISTA;628.96
13806;2022-08-15 17:45:27;1352;22;1;3.0;A VISTA;1155.8799999999999
11444;2022-08-16 04:40:01;947;29;1;1.0;A VISTA;702.53
14221;2022-08-16 10:06:00;617;3;4;1.0;A VISTA;842.3100000000001
10454;2022-08-16 10:10:42;968;22;4;1.0;A VISTA;353.88
14474;2022-08-16 11:12:00;123;34;2;2.0;A VISTA;2057.1
11442;2022-08-16 12:17:43;307;21;3;4.0;A VISTA;2078.92
4870;2022-08-16 12:33:06;128;19;3;2.0;A VISTA;2142.42
12016;2022-08-16 14:29:08;1275;32;3;4.0;A VISTA;814.74
14142;2022-08-16 15:12:05;1085;18;4;2.0;A VISTA;983.1500000000001
8299;2022-08-16 17:55:42;902;6;3;1.0;A VISTA;174.84
7249;2022-08-17 02:50:12;432;7;1;3.0;A VISTA;149.05
1213;2022-08-17 09:48:11;1233;2;3;1.0;A VISTA;424.02000000000004
5172;2022-08-17 11:01:30;577;9;4;1.0;A VISTA;1242.92
12213;2022-08-17 11:24:32;454;5;1;1.0;A VISTA;1650.1399999999999
12159;2022-08-17 13:37:53;956;24;3;1.0;A VISTA;1466.78
785;2022-08-17 15:17:40;348;32;4;3.0;A VISTA;667.5300000000001
14148;2022-08-18 06:47:57;1016;35;1;1.0;A VISTA;779.12
8079;2022-08-18 11:26:51;17;14;3;2.0;A VISTA;888.29
7391;2022-08-18 11:51:54;1136;14;4;4.0;A VISTA;955.1400000000001
2210;2022-08-18 11:52:12;257;24;3;1.0;A VISTA;93.22999999999999
13051;2022-08-18 12:34:57;974;6;3;2.0;A VISTA;45.09
3065;2022-08-18 16:05:28;255;25;3;1.0;A VISTA;80.96000000000001
10158;2022-08-18 22:31:17;977;1;1;1.0;A VISTA;770.8199999999999
11180;2022-08-19 09:38:23;510;20;1;3.0;A VISTA;3667.67
1199;2022-08-19 10:14:13;661;7;3;4.0;A VISTA;701.41
40;2022-08-19 13:58:21;519;10;2;3.0;A VISTA;229.8
5579;2022-08-20 00:28:28;881;5;1;1.0;A VISTA;1122.12
4515;2022-08-20 09:32:29;622;34;4;2.0;A VISTA;1104.58
8996;2022-08-20 11:03:50;668;2;2;2.0;A VISTA;926.21
10425;2022-08-20 11:42:26;275;5;2;3.0;A VISTA;796.49
9445;2022-08-20 15:53:15;761;14;2;1.0;A VISTA;1468.8799999999999
599;2022-08-20 17:14:52;432;33;3;4.0;A VISTA;1528.0700000000002
1105;2022-08-21 09:20:39;1121;37;3;4.0;A VISTA;857.2
9932;2022-08-21 10:14:27;375;15;3;2.0;A VISTA;2916.85
5934;2022-08-21 14:29:30;912;3;1;1.0;A VISTA;237.0
14993;2022-08-21 17:19:50;329;18;3;1.0;A VISTA;1159.76
9340;2022-08-21 23:27:25;462;33;1;4.0;A VISTA;1725.65
3924;2022-08-22 03:57:44;558;8;1;2.0;A VISTA;1822.0800000000002
9317;2022-08-22 10:44:03;1187;18;3;3.0;A VISTA;519.9399999999999
12750;2022-08-22 13:14:42;1102;7;3;3.0;A VISTA;863.0799999999999
945;2022-08-22 13:34:20;1069;35;2;2.0;A VISTA;1304.8899999999999
11640;2022-08-22 14:22:29;990;25;1;1.0;A VISTA;1707.73
11824;2022-08-22 16:10:02;1262;27;4;2.0;A VISTA;857.8100000000001
1632;2022-08-23 09:44:41;1208;1;2;2.0;A VISTA;1012.75
1965;2022-08-23 10:33:45;1252;9;4;2.0;A VISTA;1098.2
5659;2022-08-23 10:52:02;314;17;3;1.0;A VISTA;1264.8600000000001
11973;2022-08-23 14:16:11;944;16;4;1.0;A VISTA;1186.85
9856;2022-08-23 14:35:20;123;36;3;3.0;A VISTA;1005.75
3175;2022-08-23 14:54:37;1257;28;2;1.0;A VISTA;1715.21
13735;2022-08-23 15:44:57;647;13;2;4.0;A VISTA;1457.07
3418;2022-08-23 22:00:52;791;13;1;1.0;A VISTA;904.3000000000001
11127;2022-08-24 09:42:16;517;28;4;2.0;A VISTA;156.87
10189;2022-08-24 11:48:47;710;25;2;1.0;A VISTA;1100.42
13066;2022-08-24 13:37:19;242;28;4;1.0;A VISTA;468.0
9993;2022-08-24 13:57:41;447;24;3;3.0;A VISTA;411.47
14423;2022-08-24 16:11:20;324;28;3;1.0;A VISTA;2770.2300000000005
7192;2022-08-24 16:18:01;355;18;3;4.0;A VISTA;2285.86
9119;2022-08-25 00:50:05;1040;25;1;4.0;A VISTA;1286.16
11229;2022-08-25 10:19:10;803;30;3;4.0;A VISTA;1956.11
12189;2022-08-25 11:11:29;1255;28;2;3.0;A VISTA;999.77
12873;2022-08-25 14:40:27;1002;35;2;1.0;A VISTA;219.35999999999999
1736;2022-08-25 16:14:31;602;14;2;4.0;A VISTA;623.75
422;2022-08-25 16:29:13;111;2;2;2.0;A VISTA;2451.3199999999997
4114;2022-08-26 09:24:25;314;13;3;3.0;A VISTA;1296.32
13912;2022-08-26 09:58:35;970;23;3;1.0;A VISTA;1143.0300000000002
12544;2022-08-26 10:18:58;1264;1;2;3.0;A VISTA;286.53
568;2022-08-26 10:51:24;890;38;3;1.0;A VISTA;307.92
68;2022-08-26 11:03:41;137;12;3;3.0;A VISTA;159.06
15067;2022-08-26 11:48:43;739;37;2;3.0;A VISTA;589.4000000000001
1421;2022-08-26 12:04:26;1218;33;4;1.0;A VISTA;1526.3899999999999
5358;2022-08-26 14:36:17;747;14;4;2.0;A VISTA;2471.49
4004;2022-08-26 17:33:52;59;25;3;3.0;A VISTA;737.7
10232;2022-08-26 20:45:53;1270;5;1;2.0;A VISTA;773.89
4803;2022-08-27 10:14:26;580;8;2;4.0;A VISTA;271.44
2634;2022-08-27 10:27:14;343;35;2;3.0;A VISTA;544.2
9423;2022-08-27 10:41:08;93;35;2;2.0;A VISTA;1904.96
6746;2022-08-27 13:46:58;786;18;1;3.0;A VISTA;494.23
2466;2022-08-27 17:19:31;1338;38;4;1.0;A VISTA;973.8100000000001
9032;2022-08-28 09:10:53;215;19;4;1.0;A VISTA;1092.83
6616;2022-08-28 11:01:29;171;22;3;3.0;A VISTA;1239.23
3579;2022-08-29 14:21:24;232;31;2;2.0;A VISTA;861.14
7229;2022-08-29 17:18:15;775;32;1;4.0;A VISTA;1243.76
2558;2022-08-30 08:42:40;1274;1;1;3.0;A VISTA;72.75
9446;2022-08-30 12:17:35;502;38;3;1.0;A VISTA;1586.57
3367;2022-08-30 12:37:22;824;27;4;1.0;A VISTA;1401.24
10840;2022-08-30 15:08:09;293;4;4;3.0;A VISTA;658.62
12254;2022-08-30 17:31:54;1343;22;4;3.0;A VISTA;251.93
2460;2022-08-31 03:11:47;219;39;1;3.0;A VISTA;322.57
12802;2022-08-31 09:41:09;372;19;2;3.0;A VISTA;1030.12
1987;2022-08-31 10:22:02;425;24;4;1.0;A VISTA;2155.79
3231;2022-08-31 12:45:45;826;1;3;4.0;A VISTA;577.71
7577;2022-08-31 14:32:57;128;4;2;4.0;A VISTA;803.98
5267;2022-08-31 14:45:54;952;13;4;2.0;A VISTA;585.1800000000001
13058;2022-08-31 16:57:49;1165;4;1;3.0;A VISTA;1242.49
446;2022-08-31 17:08:46;924;11;3;4.0;A VISTA;636.26
350;2022-09-01 05:35:51;873;35;1;4.0;A VISTA;306.14
10064;2022-09-01 11:56:38;50;12;4;4.0;A VISTA;2513.21
10975;2022-09-01 13:19:34;996;15;4;2.0;A VISTA;396.08
4894;2022-09-01 13:26:51;1193;18;4;1.0;A VISTA;1587.8600000000001
13215;2022-09-01 14:49:34;62;32;4;2.0;A VISTA;1113.8700000000001
1540;2022-09-01 15:14:40;388;30;4;4.0;A VISTA;853.6899999999999
11532;2022-09-01 16:15:55;250;39;2;2.0;A VISTA;1030.57
13980;2022-09-01 16:32:13;517;28;4;4.0;A VISTA;1256.33
6999;2022-09-01 17:17:26;889;1;3;2.0;A VISTA;673.45
2227;2022-09-01 23:31:12;188;28;1;3.0;A VISTA;212.8
9355;2022-09-02 03:23:02;445;36;1;1.0;A VISTA;1301.15
2057;2022-09-02 10:10:02;246;33;2;2.0;A VISTA;36.92
13367;2022-09-02 17:08:07;1180;1;2;3.0;A VISTA;688.9
4009;2022-09-03 11:02:16;349;9;2;4.0;A VISTA;517.76
10393;2022-09-03 11:43:51;1093;2;3;2.0;A VISTA;250.17999999999998
1501;2022-09-03 14:43:22;653;19;1;4.0;A VISTA;1576.47
12656;2022-09-03 14:50:41;198;21;2;2.0;A VISTA;24.44
13056;2022-09-03 17:20:58;70;24;4;3.0;A VISTA;79.49
9227;2022-09-04 09:43:35;734;10;1;2.0;A VISTA;1121.05
7180;2022-09-04 10:04:35;1173;10;4;2.0;A VISTA;4.29
3805;2022-09-04 12:08:11;1137;35;1;4.0;A VISTA;410.53
6656;2022-09-04 13:21:09;22;23;1;1.0;A VISTA;552.8
8201;2022-09-04 14:40:26;810;30;3;2.0;A VISTA;994.89
818;2022-09-04 16:09:03;1375;2;4;4.0;A VISTA;224.76
998;2022-09-05 01:58:34;289;6;1;3.0;A VISTA;140.92999999999998
5384;2022-09-05 09:18:55;54;9;1;1.0;A VISTA;1828.8600000000001
11328;2022-09-05 09:56:08;1052;10;3;1.0;A VISTA;860.02
9059;2022-09-05 16:10:19;497;27;4;4.0;A VISTA;1943.07
15086;2022-09-05 20:27:14;235;15;1;3.0;A VISTA;638.8199999999999
1905;2022-09-06 02:06:37;1273;26;1;2.0;A VISTA;628.5799999999999
2675;2022-09-06 03:47:10;643;18;1;1.0;A VISTA;358.84000000000003
12226;2022-09-06 11:30:51;992;3;2;1.0;A VISTA;1350.32
12769;2022-09-06 14:00:23;415;37;3;2.0;A VISTA;777.1800000000001
11865;2022-09-06 14:27:22;905;10;4;4.0;A VISTA;1.82
1512;2022-09-06 14:56:55;708;13;3;2.0;A VISTA;677.1899999999999
11721;2022-09-06 20:12:11;1064;16;1;2.0;A VISTA;1720.82
2491;2022-09-07 01:28:45;506;13;1;4.0;A VISTA;577.44
